Mod:Item:MetaData, Localized Name
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Magical Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Evil Infused Tough Tool Rod
tconstruct:tough_tool_rod:0, Enchanted Tough Tool Rod
tconstruct:tough_tool_rod:0, Demonic Tough Tool Rod
tconstruct:tough_tool_rod:0, Treated Wood Tough Tool Rod
tconstruct:tough_tool_rod:0, Constantan Tough Tool Rod
tconstruct:tough_tool_rod:0, Electricium Tough Tool Rod
tconstruct:tough_tool_rod:0, Skyfather Tough Tool Rod
tconstruct:tough_tool_rod:0, Mystic Tough Tool Rod
tconstruct:tough_tool_rod:0, Litherite Tough Tool Rod
tconstruct:tough_tool_rod:0, Enderium Tough Tool Rod
tconstruct:tough_tool_rod:0, Kyronite Tough Tool Rod
tconstruct:tough_tool_rod:0, Tanzanite Tough Tool Rod
tconstruct:tough_tool_rod:0, Malachite Tough Tool Rod
tconstruct:tough_tool_rod:0, Invar Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluix Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Ruby Tough Tool Rod
tconstruct:tough_tool_rod:0, Aethium Tough Tool Rod
tconstruct:tough_tool_rod:0, Desh Tough Tool Rod
tconstruct:tough_tool_rod:0, Sapphire Tough Tool Rod
tconstruct:tough_tool_rod:0, Platinum Tough Tool Rod
tconstruct:tough_tool_rod:0, Certus Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Glowstone Tough Tool Rod
tconstruct:tough_tool_rod:0, Amber Tough Tool Rod
tconstruct:tough_tool_rod:0, Ionite Tough Tool Rod
tconstruct:tough_tool_rod:0, Signalum Tough Tool Rod
tconstruct:tough_tool_rod:0, Enori Tough Tool Rod
tconstruct:tough_tool_rod:0, Pladium Tough Tool Rod
tconstruct:tough_tool_rod:0, Infinity Tough Tool Rod
tconstruct:tough_tool_rod:0, Erodium Tough Tool Rod
tconstruct:tough_tool_rod:0, Amethyst Tough Tool Rod
tconstruct:tough_tool_rod:0, Osmium Tough Tool Rod
tconstruct:tough_tool_rod:0, Osmiridium Tough Tool Rod
tconstruct:tough_tool_rod:0, Lumium Tough Tool Rod
tconstruct:tough_tool_rod:0, Emeradic Tough Tool Rod
tconstruct:tough_tool_rod:0, Diamatine Tough Tool Rod
tconstruct:tough_tool_rod:0, Restonia Tough Tool Rod
tconstruct:tough_tool_rod:0, Osgloglas Tough Tool Rod
tconstruct:tough_tool_rod:0, Mica Tough Tool Rod
tconstruct:tough_tool_rod:0, Topaz Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Alumite Tough Tool Rod
tconstruct:tough_tool_rod:0, Iridium Tough Tool Rod
tconstruct:tough_tool_rod:0, Palis Tough Tool Rod
tconstruct:tough_tool_rod:0, Peridot Tough Tool Rod
tconstruct:tough_tool_rod:0, Black Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Nickel Tough Tool Rod
tconstruct:tough_tool_rod:0, Void Tough Tool Rod
tconstruct:tough_tool_rod:0, Livingwood Tough Tool Rod
tconstruct:tough_tool_rod:0, Manasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Elementium Tough Tool Rod
tconstruct:tough_tool_rod:0, Terrasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Mirion Tough Tool Rod
tconstruct:tough_tool_rod:0, Emerald Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Wyvern Tough Tool Rod
tconstruct:tough_tool_rod:0, Awakened Tough Tool Rod
tconstruct:tough_tool_rod:0, Chaotic Tough Tool Rod
tconstruct:binding:0, Steeleaf Binding
tconstruct:binding:0, Fiery Binding
tconstruct:binding:0, Knightly Binding
tconstruct:binding:0, Electrical Binding
tconstruct:binding:0, Energetic Binding
tconstruct:binding:0, Vibrant Binding
tconstruct:binding:0, Red Binding
tconstruct:binding:0, Conductive Binding
tconstruct:binding:0, Pulsating Binding
tconstruct:binding:0, Dark Binding
tconstruct:binding:0, Souled Binding
tconstruct:binding:0, Binding of the End
tconstruct:binding:0, Fake-Iron Binding
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Magical Wooden Binding
tconstruct:binding:0, Evil Infused Binding
tconstruct:binding:0, Enchanted Binding
tconstruct:binding:0, Demonic Binding
tconstruct:binding:0, Treated Wood Binding
tconstruct:binding:0, Constantan Binding
tconstruct:binding:0, Electricium Binding
tconstruct:binding:0, Skyfather Binding
tconstruct:binding:0, Mystic Binding
tconstruct:binding:0, Litherite Binding
tconstruct:binding:0, Enderium Binding
tconstruct:binding:0, Kyronite Binding
tconstruct:binding:0, Tanzanite Binding
tconstruct:binding:0, Malachite Binding
tconstruct:binding:0, Invar Binding
tconstruct:binding:0, Fluix Crystal Binding
tconstruct:binding:0, Ruby Binding
tconstruct:binding:0, Aethium Binding
tconstruct:binding:0, Desh Binding
tconstruct:binding:0, Sapphire Binding
tconstruct:binding:0, Platinum Binding
tconstruct:binding:0, Certus Quartz Binding
tconstruct:binding:0, Refined Glowstone Binding
tconstruct:binding:0, Amber Binding
tconstruct:binding:0, Ionite Binding
tconstruct:binding:0, Signalum Binding
tconstruct:binding:0, Enori Binding
tconstruct:binding:0, Pladium Binding
tconstruct:binding:0, Infinity Binding
tconstruct:binding:0, Erodium Binding
tconstruct:binding:0, Amethyst Binding
tconstruct:binding:0, Osmium Binding
tconstruct:binding:0, Osmiridium Binding
tconstruct:binding:0, Lumium Binding
tconstruct:binding:0, Emeradic Binding
tconstruct:binding:0, Diamatine Binding
tconstruct:binding:0, Restonia Binding
tconstruct:binding:0, Osgloglas Binding
tconstruct:binding:0, Mica Binding
tconstruct:binding:0, Topaz Binding
tconstruct:binding:0, Refined Obsidian Binding
tconstruct:binding:0, Alumite Binding
tconstruct:binding:0, Iridium Binding
tconstruct:binding:0, Palis Binding
tconstruct:binding:0, Peridot Binding
tconstruct:binding:0, Black Quartz Binding
tconstruct:binding:0, Nickel Binding
tconstruct:binding:0, Void Binding
tconstruct:binding:0, Livingwood Binding
tconstruct:binding:0, Manasteel Binding
tconstruct:binding:0, Elementium Binding
tconstruct:binding:0, Terrasteel Binding
tconstruct:binding:0, Mirion Binding
tconstruct:binding:0, Emerald Binding
tconstruct:binding:0, Red Matter Binding
tconstruct:binding:0, Dark Matter Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Wyvern Binding
tconstruct:binding:0, Awakened Binding
tconstruct:binding:0, Chaotic Binding
tconstruct:tough_binding:0, Steeleaf Tough Binding
tconstruct:tough_binding:0, Fiery Tough Binding
tconstruct:tough_binding:0, Knightly Tough Binding
tconstruct:tough_binding:0, Electrical Tough Binding
tconstruct:tough_binding:0, Energetic Tough Binding
tconstruct:tough_binding:0, Vibrant Tough Binding
tconstruct:tough_binding:0, Red Tough Binding
tconstruct:tough_binding:0, Conductive Tough Binding
tconstruct:tough_binding:0, Pulsating Tough Binding
tconstruct:tough_binding:0, Dark Tough Binding
tconstruct:tough_binding:0, Souled Tough Binding
tconstruct:tough_binding:0, Tough Binding of the End
tconstruct:tough_binding:0, Fake-Iron Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Magical Wooden Tough Binding
tconstruct:tough_binding:0, Evil Infused Tough Binding
tconstruct:tough_binding:0, Enchanted Tough Binding
tconstruct:tough_binding:0, Demonic Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:tough_binding:0, Electricium Tough Binding
tconstruct:tough_binding:0, Skyfather Tough Binding
tconstruct:tough_binding:0, Mystic Tough Binding
tconstruct:tough_binding:0, Litherite Tough Binding
tconstruct:tough_binding:0, Enderium Tough Binding
tconstruct:tough_binding:0, Kyronite Tough Binding
tconstruct:tough_binding:0, Tanzanite Tough Binding
tconstruct:tough_binding:0, Malachite Tough Binding
tconstruct:tough_binding:0, Invar Tough Binding
tconstruct:tough_binding:0, Fluix Crystal Tough Binding
tconstruct:tough_binding:0, Ruby Tough Binding
tconstruct:tough_binding:0, Aethium Tough Binding
tconstruct:tough_binding:0, Desh Tough Binding
tconstruct:tough_binding:0, Sapphire Tough Binding
tconstruct:tough_binding:0, Platinum Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Refined Glowstone Tough Binding
tconstruct:tough_binding:0, Amber Tough Binding
tconstruct:tough_binding:0, Ionite Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Enori Tough Binding
tconstruct:tough_binding:0, Pladium Tough Binding
tconstruct:tough_binding:0, Infinity Tough Binding
tconstruct:tough_binding:0, Erodium Tough Binding
tconstruct:tough_binding:0, Amethyst Tough Binding
tconstruct:tough_binding:0, Osmium Tough Binding
tconstruct:tough_binding:0, Osmiridium Tough Binding
tconstruct:tough_binding:0, Lumium Tough Binding
tconstruct:tough_binding:0, Emeradic Tough Binding
tconstruct:tough_binding:0, Diamatine Tough Binding
tconstruct:tough_binding:0, Restonia Tough Binding
tconstruct:tough_binding:0, Osgloglas Tough Binding
tconstruct:tough_binding:0, Mica Tough Binding
tconstruct:tough_binding:0, Topaz Tough Binding
tconstruct:tough_binding:0, Refined Obsidian Tough Binding
tconstruct:tough_binding:0, Alumite Tough Binding
tconstruct:tough_binding:0, Iridium Tough Binding
tconstruct:tough_binding:0, Palis Tough Binding
tconstruct:tough_binding:0, Peridot Tough Binding
tconstruct:tough_binding:0, Black Quartz Tough Binding
tconstruct:tough_binding:0, Nickel Tough Binding
tconstruct:tough_binding:0, Void Tough Binding
tconstruct:tough_binding:0, Livingwood Tough Binding
tconstruct:tough_binding:0, Manasteel Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Terrasteel Tough Binding
tconstruct:tough_binding:0, Mirion Tough Binding
tconstruct:tough_binding:0, Emerald Tough Binding
tconstruct:tough_binding:0, Red Matter Tough Binding
tconstruct:tough_binding:0, Dark Matter Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Wyvern Tough Binding
tconstruct:tough_binding:0, Awakened Tough Binding
tconstruct:tough_binding:0, Chaotic Tough Binding
tconstruct:wide_guard:0, Steeleaf Wide Guard
tconstruct:wide_guard:0, Fiery Wide Guard
tconstruct:wide_guard:0, Knightly Wide Guard
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Fake-Iron Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Magical Wooden Wide Guard
tconstruct:wide_guard:0, Evil Infused Wide Guard
tconstruct:wide_guard:0, Enchanted Wide Guard
tconstruct:wide_guard:0, Demonic Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Electricium Wide Guard
tconstruct:wide_guard:0, Skyfather Wide Guard
tconstruct:wide_guard:0, Mystic Wide Guard
tconstruct:wide_guard:0, Litherite Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Kyronite Wide Guard
tconstruct:wide_guard:0, Tanzanite Wide Guard
tconstruct:wide_guard:0, Malachite Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Aethium Wide Guard
tconstruct:wide_guard:0, Desh Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, Amber Wide Guard
tconstruct:wide_guard:0, Ionite Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Enori Wide Guard
tconstruct:wide_guard:0, Pladium Wide Guard
tconstruct:wide_guard:0, Infinity Wide Guard
tconstruct:wide_guard:0, Erodium Wide Guard
tconstruct:wide_guard:0, Amethyst Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Osmiridium Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Emeradic Wide Guard
tconstruct:wide_guard:0, Diamatine Wide Guard
tconstruct:wide_guard:0, Restonia Wide Guard
tconstruct:wide_guard:0, Osgloglas Wide Guard
tconstruct:wide_guard:0, Mica Wide Guard
tconstruct:wide_guard:0, Topaz Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, Palis Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Black Quartz Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Void Wide Guard
tconstruct:wide_guard:0, Livingwood Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Mirion Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Wyvern Wide Guard
tconstruct:wide_guard:0, Awakened Wide Guard
tconstruct:wide_guard:0, Chaotic Wide Guard
tconstruct:hand_guard:0, Steeleaf Hand Guard
tconstruct:hand_guard:0, Fiery Hand Guard
tconstruct:hand_guard:0, Knightly Hand Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Magical Wooden Hand Guard
tconstruct:hand_guard:0, Evil Infused Hand Guard
tconstruct:hand_guard:0, Enchanted Hand Guard
tconstruct:hand_guard:0, Demonic Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Electricium Hand Guard
tconstruct:hand_guard:0, Skyfather Hand Guard
tconstruct:hand_guard:0, Mystic Hand Guard
tconstruct:hand_guard:0, Litherite Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Kyronite Hand Guard
tconstruct:hand_guard:0, Tanzanite Hand Guard
tconstruct:hand_guard:0, Malachite Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Aethium Hand Guard
tconstruct:hand_guard:0, Desh Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, Amber Hand Guard
tconstruct:hand_guard:0, Ionite Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Enori Hand Guard
tconstruct:hand_guard:0, Pladium Hand Guard
tconstruct:hand_guard:0, Infinity Hand Guard
tconstruct:hand_guard:0, Erodium Hand Guard
tconstruct:hand_guard:0, Amethyst Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
